1.73 2.32 
1.73 2.31
1.83 2.4
1.84 2.4 
1.84 2.4 
1.78 2.33 
1.84 2.37 
1.85 2.37
1.85 2.37 
1.86 2.37 
1.85 2.36 
1.91 2.41 
1.87 2.36 
1.96 2.45 
1.88 2.36
1.94 2.39
1.85 2.28
2.00 2.42
1.94 2.35
2.01 2.40
